dataset,batch_size,scenario,mode,epoch,loss,acc
cifar100,512,1.Bottleneck,baseline,21,3.5945,0.1614
cifar100,512,1.Bottleneck,baseline,22,3.5804,0.1598
cifar100,512,1.Bottleneck,baseline,23,3.5684,0.1652
cifar100,512,1.Bottleneck,baseline,24,3.5561,0.1731
cifar100,512,1.Bottleneck,baseline,25,3.5443,0.173
cifar100,512,1.Bottleneck,baseline,26,3.531,0.1752
cifar100,512,1.Bottleneck,baseline,27,3.5198,0.1706
cifar100,512,1.Bottleneck,baseline,28,3.5134,0.1779
cifar100,512,1.Bottleneck,baseline,29,3.4994,0.1833
cifar100,512,1.Bottleneck,baseline,30,3.4902,0.177
cifar100,512,1.Bottleneck,baseline,31,3.48,0.187
cifar100,512,1.Bottleneck,baseline,32,3.4739,0.1849
cifar100,512,1.Bottleneck,baseline,33,3.4614,0.1847
cifar100,512,1.Bottleneck,baseline,34,3.4516,0.1874
cifar100,512,1.Bottleneck,baseline,35,3.4433,0.1915
cifar100,512,1.Bottleneck,baseline,36,3.437,0.1902
cifar100,512,1.Bottleneck,baseline,37,3.4243,0.1986
cifar100,512,1.Bottleneck,baseline,38,3.418,0.1964
cifar100,512,1.Bottleneck,baseline,39,3.406,0.1967
cifar100,512,1.Bottleneck,baseline,40,3.3986,0.2021
cifar100,512,1.Bottleneck,baseline,41,3.3956,0.2013
cifar100,512,1.Bottleneck,baseline,42,3.3845,0.2009
cifar100,512,1.Bottleneck,baseline,43,3.3823,0.2057
cifar100,512,1.Bottleneck,baseline,44,3.3732,0.2056
cifar100,512,1.Bottleneck,baseline,45,3.3636,0.2048
cifar100,512,1.Bottleneck,baseline,46,3.3577,0.2031
cifar100,512,1.Bottleneck,baseline,47,3.3535,0.21
cifar100,512,1.Bottleneck,baseline,48,3.347,0.2094
cifar100,512,1.Bottleneck,baseline,49,3.3416,0.2089
cifar100,512,1.Bottleneck,baseline,50,3.3344,0.2144
cifar100,512,1.Bottleneck,baseline,51,3.3223,0.2115
cifar100,512,1.Bottleneck,baseline,52,3.3185,0.2148
cifar100,512,1.Bottleneck,baseline,53,3.3156,0.2144
cifar100,512,1.Bottleneck,baseline,54,3.3061,0.2182
cifar100,512,1.Bottleneck,baseline,55,3.3018,0.2118
cifar100,512,1.Bottleneck,baseline,56,3.297,0.216
cifar100,512,1.Bottleneck,baseline,57,3.2904,0.2217
cifar100,512,1.Bottleneck,baseline,58,3.2827,0.2185
cifar100,512,1.Bottleneck,baseline,59,3.2811,0.2195
cifar100,512,1.Bottleneck,baseline,60,3.2748,0.2235
cifar100,512,1.Bottleneck,baseline,61,3.2713,0.22
cifar100,512,1.Bottleneck,baseline,62,3.2663,0.2192
cifar100,512,1.Bottleneck,baseline,63,3.2644,0.224
cifar100,512,1.Bottleneck,baseline,64,3.255,0.2247
cifar100,512,1.Bottleneck,baseline,65,3.2529,0.2283
cifar100,512,1.Bottleneck,baseline,66,3.2465,0.2278
cifar100,512,1.Bottleneck,baseline,67,3.2432,0.2279
cifar100,512,1.Bottleneck,baseline,68,3.2412,0.228
cifar100,512,1.Bottleneck,baseline,69,3.2355,0.2291
cifar100,512,1.Bottleneck,baseline,70,3.229,0.2281
cifar100,512,1.Bottleneck,baseline,71,3.2263,0.2293
cifar100,512,1.Bottleneck,baseline,72,3.2212,0.232
cifar100,512,1.Bottleneck,baseline,73,3.2164,0.2339
cifar100,512,1.Bottleneck,baseline,74,3.2129,0.2306
cifar100,512,1.Bottleneck,baseline,75,3.2101,0.2339
cifar100,512,1.Bottleneck,baseline,76,3.2067,0.2345
cifar100,512,1.Bottleneck,baseline,77,3.2043,0.2323
cifar100,512,1.Bottleneck,baseline,78,3.1954,0.236
cifar100,512,1.Bottleneck,baseline,79,3.1945,0.2336
cifar100,512,1.Bottleneck,baseline,80,3.1938,0.2386
cifar100,512,1.Bottleneck,baseline,81,3.1875,0.2362
cifar100,512,1.Bottleneck,baseline,82,3.1868,0.234
cifar100,512,1.Bottleneck,baseline,83,3.1822,0.2393
cifar100,512,1.Bottleneck,baseline,84,3.1801,0.2382
cifar100,512,1.Bottleneck,baseline,85,3.1781,0.2417
cifar100,512,1.Bottleneck,baseline,86,3.1716,0.2379
cifar100,512,1.Bottleneck,baseline,87,3.1686,0.241
cifar100,512,1.Bottleneck,baseline,88,3.1649,0.2388
cifar100,512,1.Bottleneck,baseline,89,3.1658,0.2402
cifar100,512,1.Bottleneck,baseline,90,3.163,0.2398
cifar100,512,1.Bottleneck,baseline,91,3.162,0.2399
cifar100,512,1.Bottleneck,baseline,92,3.156,0.242
cifar100,512,1.Bottleneck,baseline,93,3.1563,0.243
cifar100,512,1.Bottleneck,baseline,94,3.1535,0.2425
cifar100,512,1.Bottleneck,baseline,95,3.1481,0.2424
cifar100,512,1.Bottleneck,baseline,96,3.1516,0.2447
cifar100,512,1.Bottleneck,baseline,97,3.1435,0.2429
cifar100,512,1.Bottleneck,baseline,98,3.1391,0.2444
cifar100,512,1.Bottleneck,baseline,99,3.1407,0.2459
cifar100,512,1.Bottleneck,baseline,100,3.1373,0.2469
cifar100,512,1.Bottleneck,baseline,101,3.1318,0.246
cifar100,512,1.Bottleneck,baseline,102,3.1343,0.2476
cifar100,512,1.Bottleneck,baseline,103,3.1331,0.2459
cifar100,512,1.Bottleneck,baseline,104,3.1311,0.2495
cifar100,512,1.Bottleneck,baseline,105,3.125,0.2443
cifar100,512,1.Bottleneck,baseline,106,3.1278,0.2502
cifar100,512,1.Bottleneck,baseline,107,3.1279,0.2449
cifar100,512,1.Bottleneck,baseline,108,3.125,0.2477
cifar100,512,1.Bottleneck,baseline,109,3.1218,0.2484
cifar100,512,1.Bottleneck,baseline,110,3.1193,0.2459
cifar100,512,1.Bottleneck,baseline,111,3.1227,0.2481
cifar100,512,1.Bottleneck,baseline,112,3.1187,0.2485
cifar100,512,1.Bottleneck,baseline,113,3.1189,0.249
cifar100,512,1.Bottleneck,baseline,114,3.1164,0.2473
cifar100,512,1.Bottleneck,baseline,115,3.1164,0.2507
cifar100,512,1.Bottleneck,baseline,116,3.1175,0.2481
cifar100,512,1.Bottleneck,baseline,117,3.1077,0.2495
cifar100,512,1.Bottleneck,baseline,118,3.1102,0.2512
cifar100,512,1.Bottleneck,baseline,119,3.1122,0.2501
cifar100,512,1.Bottleneck,baseline,120,3.1073,0.2501
cifar100,512,1.Bottleneck,baseline,121,3.1092,0.252
cifar100,512,1.Bottleneck,baseline,122,3.1065,0.2502
cifar100,512,1.Bottleneck,baseline,123,3.1081,0.2495
cifar100,512,1.Bottleneck,baseline,124,3.1047,0.2506
cifar100,512,1.Bottleneck,baseline,125,3.1009,0.2499
cifar100,512,1.Bottleneck,baseline,126,3.1055,0.2509
cifar100,512,1.Bottleneck,baseline,127,3.1047,0.2501
cifar100,512,1.Bottleneck,baseline,128,3.1071,0.2522
cifar100,512,1.Bottleneck,baseline,129,3.1052,0.2509
cifar100,512,1.Bottleneck,baseline,130,3.1036,0.2518
cifar100,512,1.Bottleneck,baseline,131,3.1051,0.2502
cifar100,512,1.Bottleneck,baseline,132,3.1047,0.2504
cifar100,512,1.Bottleneck,baseline,133,3.1035,0.252
cifar100,512,1.Bottleneck,baseline,134,3.1042,0.252
cifar100,512,1.Bottleneck,baseline,135,3.101,0.2515
cifar100,512,1.Bottleneck,baseline,136,3.0988,0.2512
cifar100,512,1.Bottleneck,baseline,137,3.0951,0.2519
cifar100,512,1.Bottleneck,baseline,138,3.0981,0.2514
cifar100,512,1.Bottleneck,baseline,139,3.0976,0.2523
cifar100,512,1.Bottleneck,baseline,140,3.1029,0.2523
cifar100,512,1.Bottleneck,baseline,141,3.1008,0.2524
cifar100,512,1.Bottleneck,baseline,142,3.0964,0.2521
cifar100,512,1.Bottleneck,baseline,143,3.0995,0.2518
cifar100,512,1.Bottleneck,baseline,144,3.096,0.2518
cifar100,512,1.Bottleneck,baseline,145,3.0979,0.2515
cifar100,512,1.Bottleneck,baseline,146,3.0985,0.2518
cifar100,512,1.Bottleneck,baseline,147,3.0944,0.2521
cifar100,512,1.Bottleneck,baseline,148,3.098,0.2518
cifar100,512,1.Bottleneck,baseline,149,3.096,0.2518
cifar100,512,1.Bottleneck,baseline,150,3.0986,0.2519
cifar100,512,1.Bottleneck,pfn,1,4.5433,0.0309
cifar100,512,1.Bottleneck,pfn,2,4.3146,0.0433
cifar100,512,1.Bottleneck,pfn,3,4.1516,0.0649
cifar100,512,1.Bottleneck,pfn,4,4.0682,0.0812
cifar100,512,1.Bottleneck,pfn,5,4.0022,0.0963
cifar100,512,1.Bottleneck,pfn,6,3.9459,0.1001
cifar100,512,1.Bottleneck,pfn,7,3.902,0.1128
cifar100,512,1.Bottleneck,pfn,8,3.8618,0.1222
cifar100,512,1.Bottleneck,pfn,9,3.82,0.1241
cifar100,512,1.Bottleneck,pfn,10,3.7856,0.1345
cifar100,512,1.Bottleneck,pfn,11,3.7512,0.1344
cifar100,512,1.Bottleneck,pfn,12,3.7276,0.1382
cifar100,512,1.Bottleneck,pfn,13,3.7017,0.1418
cifar100,512,1.Bottleneck,pfn,14,3.677,0.1461
cifar100,512,1.Bottleneck,pfn,15,3.6555,0.1547
cifar100,512,1.Bottleneck,pfn,16,3.6315,0.158
cifar100,512,1.Bottleneck,pfn,17,3.6122,0.1582
cifar100,512,1.Bottleneck,pfn,18,3.5913,0.1683
cifar100,512,1.Bottleneck,pfn,19,3.5708,0.162
cifar100,512,1.Bottleneck,pfn,20,3.5536,0.1686
cifar100,512,1.Bottleneck,pfn,21,3.5346,0.1727
cifar100,512,1.Bottleneck,pfn,22,3.5229,0.1772
cifar100,512,1.Bottleneck,pfn,23,3.5071,0.1773
cifar100,512,1.Bottleneck,pfn,24,3.4907,0.1812
cifar100,512,1.Bottleneck,pfn,25,3.4759,0.1841
cifar100,512,1.Bottleneck,pfn,26,3.4609,0.1867
