dataset,batch_size,scenario,mode,epoch,loss,acc
cifar10,256,0.Original,baseline,16,0.9653,0.6382
cifar10,256,0.Original,baseline,17,0.9545,0.6341
cifar10,256,0.Original,baseline,18,0.9383,0.6574
cifar10,256,0.Original,baseline,19,0.9309,0.6635
cifar10,256,0.Original,baseline,20,0.9166,0.6642
cifar10,256,0.Original,baseline,21,0.9133,0.6629
cifar10,256,0.Original,baseline,22,0.9026,0.6831
cifar10,256,0.Original,baseline,23,0.8937,0.6756
cifar10,256,0.Original,baseline,24,0.8878,0.6792
cifar10,256,0.Original,baseline,25,0.8795,0.6762
cifar10,256,0.Original,baseline,26,0.8729,0.678
cifar10,256,0.Original,baseline,27,0.8603,0.6913
cifar10,256,0.Original,baseline,28,0.8581,0.6836
cifar10,256,0.Original,baseline,29,0.8525,0.6871
cifar10,256,0.Original,baseline,30,0.8472,0.6859
cifar10,256,0.Original,baseline,31,0.8413,0.6954
cifar10,256,0.Original,baseline,32,0.839,0.6996
cifar10,256,0.Original,baseline,33,0.8328,0.6956
cifar10,256,0.Original,baseline,34,0.8281,0.6994
cifar10,256,0.Original,baseline,35,0.8256,0.7009
cifar10,256,0.Original,baseline,36,0.8217,0.7019
cifar10,256,0.Original,baseline,37,0.8185,0.7022
cifar10,256,0.Original,baseline,38,0.8148,0.7004
cifar10,256,0.Original,baseline,39,0.8141,0.7061
cifar10,256,0.Original,baseline,40,0.8134,0.706
cifar10,256,0.Original,baseline,41,0.8095,0.7095
cifar10,256,0.Original,baseline,42,0.8089,0.7078
cifar10,256,0.Original,baseline,43,0.8073,0.7109
cifar10,256,0.Original,baseline,44,0.8053,0.7092
cifar10,256,0.Original,baseline,45,0.8032,0.7089
cifar10,256,0.Original,baseline,46,0.8034,0.7084
cifar10,256,0.Original,baseline,47,0.8018,0.7106
cifar10,256,0.Original,baseline,48,0.801,0.7098
cifar10,256,0.Original,baseline,49,0.8016,0.7106
cifar10,256,0.Original,baseline,50,0.8037,0.7098
cifar10,256,0.Original,pfn,1,1.7426,0.4462
cifar10,256,0.Original,pfn,2,1.4526,0.4989
cifar10,256,0.Original,pfn,3,1.3303,0.5463
cifar10,256,0.Original,pfn,4,1.2477,0.5343
cifar10,256,0.Original,pfn,5,1.1927,0.5895
cifar10,256,0.Original,pfn,6,1.152,0.5865
cifar10,256,0.Original,pfn,7,1.1088,0.6136
cifar10,256,0.Original,pfn,8,1.0766,0.5975
cifar10,256,0.Original,pfn,9,1.0472,0.6158
cifar10,256,0.Original,pfn,10,1.0215,0.6393
cifar10,256,0.Original,pfn,11,0.9997,0.6497
cifar10,256,0.Original,pfn,12,0.9821,0.6548
cifar10,256,0.Original,pfn,13,0.9642,0.6418
cifar10,256,0.Original,pfn,14,0.9503,0.6518
cifar10,256,0.Original,pfn,15,0.9302,0.6518
cifar10,256,0.Original,pfn,16,0.9167,0.6476
cifar10,256,0.Original,pfn,17,0.8981,0.6666
cifar10,256,0.Original,pfn,18,0.8887,0.6737
cifar10,256,0.Original,pfn,19,0.8752,0.6804
cifar10,256,0.Original,pfn,20,0.8661,0.6771
cifar10,256,0.Original,pfn,21,0.8527,0.6961
cifar10,256,0.Original,pfn,22,0.8411,0.69
cifar10,256,0.Original,pfn,23,0.8352,0.6648
cifar10,256,0.Original,pfn,24,0.8202,0.6945
cifar10,256,0.Original,pfn,25,0.8158,0.6809
cifar10,256,0.Original,pfn,26,0.8041,0.6811
cifar10,256,0.Original,pfn,27,0.7977,0.6884
cifar10,256,0.Original,pfn,28,0.7897,0.7016
cifar10,256,0.Original,pfn,29,0.7847,0.7079
cifar10,256,0.Original,pfn,30,0.777,0.7224
cifar10,256,0.Original,pfn,31,0.7668,0.7203
cifar10,256,0.Original,pfn,32,0.7603,0.7137
cifar10,256,0.Original,pfn,33,0.7594,0.7189
cifar10,256,0.Original,pfn,34,0.7488,0.714
cifar10,256,0.Original,pfn,35,0.7392,0.7081
cifar10,256,0.Original,pfn,36,0.7397,0.7208
cifar10,256,0.Original,pfn,37,0.7295,0.7251
cifar10,256,0.Original,pfn,38,0.7188,0.719
cifar10,256,0.Original,pfn,39,0.7214,0.7019
cifar10,256,0.Original,pfn,40,0.7135,0.7053
cifar10,256,0.Original,pfn,41,0.707,0.7306
cifar10,256,0.Original,pfn,42,0.7018,0.7145
cifar10,256,0.Original,pfn,43,0.6983,0.7263
cifar10,256,0.Original,pfn,44,0.696,0.7175
cifar10,256,0.Original,pfn,45,0.6906,0.7266
cifar10,256,0.Original,pfn,46,0.6822,0.7314
cifar10,256,0.Original,pfn,47,0.6846,0.7275
cifar10,256,0.Original,pfn,48,0.6739,0.7386
cifar10,256,0.Original,pfn,49,0.6718,0.7305
cifar10,256,0.Original,pfn,50,0.6638,0.7445
cifar10,256,1.NoBN,baseline,1,2.0446,0.3301
cifar10,256,1.NoBN,baseline,2,1.817,0.368
cifar10,256,1.NoBN,baseline,3,1.7196,0.409
cifar10,256,1.NoBN,baseline,4,1.6581,0.4286
cifar10,256,1.NoBN,baseline,5,1.6173,0.4394
cifar10,256,1.NoBN,baseline,6,1.581,0.4394
cifar10,256,1.NoBN,baseline,7,1.5481,0.4574
cifar10,256,1.NoBN,baseline,8,1.5246,0.4645
cifar10,256,1.NoBN,baseline,9,1.5045,0.4666
cifar10,256,1.NoBN,baseline,10,1.4778,0.4626
cifar10,256,1.NoBN,baseline,11,1.4562,0.4838
cifar10,256,1.NoBN,baseline,12,1.4429,0.4774
cifar10,256,1.NoBN,baseline,13,1.4297,0.5059
cifar10,256,1.NoBN,baseline,14,1.4128,0.5001
cifar10,256,1.NoBN,baseline,15,1.3979,0.5017
cifar10,256,1.NoBN,baseline,16,1.385,0.5091
cifar10,256,1.NoBN,baseline,17,1.375,0.5076
cifar10,256,1.NoBN,baseline,18,1.3615,0.5122
cifar10,256,1.NoBN,baseline,19,1.3509,0.5215
cifar10,256,1.NoBN,baseline,20,1.3442,0.5298
cifar10,256,1.NoBN,baseline,21,1.328,0.529
cifar10,256,1.NoBN,baseline,22,1.3275,0.528
cifar10,256,1.NoBN,baseline,23,1.3174,0.5345
cifar10,256,1.NoBN,baseline,24,1.3091,0.5409
cifar10,256,1.NoBN,baseline,25,1.302,0.5337
cifar10,256,1.NoBN,baseline,26,1.296,0.5427
cifar10,256,1.NoBN,baseline,27,1.2899,0.5523
cifar10,256,1.NoBN,baseline,28,1.2806,0.5511
cifar10,256,1.NoBN,baseline,29,1.2789,0.5445
cifar10,256,1.NoBN,baseline,30,1.2724,0.5533
cifar10,256,1.NoBN,baseline,31,1.2686,0.5571
cifar10,256,1.NoBN,baseline,32,1.2659,0.5451
cifar10,256,1.NoBN,baseline,33,1.2606,0.5516
cifar10,256,1.NoBN,baseline,34,1.2557,0.5624
cifar10,256,1.NoBN,baseline,35,1.2548,0.5595
cifar10,256,1.NoBN,baseline,36,1.2499,0.5539
cifar10,256,1.NoBN,baseline,37,1.2486,0.5571
cifar10,256,1.NoBN,baseline,38,1.2479,0.5564
cifar10,256,1.NoBN,baseline,39,1.2468,0.567
cifar10,256,1.NoBN,baseline,40,1.2406,0.5597
cifar10,256,1.NoBN,baseline,41,1.2406,0.5602
cifar10,256,1.NoBN,baseline,42,1.2412,0.559
cifar10,256,1.NoBN,baseline,43,1.2387,0.5645
cifar10,256,1.NoBN,baseline,44,1.2373,0.5661
cifar10,256,1.NoBN,baseline,45,1.2348,0.5652
cifar10,256,1.NoBN,baseline,46,1.2335,0.5606
cifar10,256,1.NoBN,baseline,47,1.2351,0.5654
cifar10,256,1.NoBN,baseline,48,1.2332,0.5639
cifar10,256,1.NoBN,baseline,49,1.2334,0.5636
cifar10,256,1.NoBN,baseline,50,1.2326,0.5641
cifar10,256,1.NoBN,pfn,1,2.0459,0.3024
cifar10,256,1.NoBN,pfn,2,1.8109,0.3663
cifar10,256,1.NoBN,pfn,3,1.6942,0.4173
cifar10,256,1.NoBN,pfn,4,1.6167,0.4324
cifar10,256,1.NoBN,pfn,5,1.5581,0.4542
cifar10,256,1.NoBN,pfn,6,1.5092,0.4681
